      fileid object  exptime             dateobs     mode config slit binning gain rdnoise    rms ntotal nused                              md5
------------ ------ -------- ------------------- -------- ------ ---- ------- ---- ------- ------ ------ ----- --------------------------------
202203030009   FeAr  300.000 2022-03-03T08:08:25  echelle E9+G10 1.6"     1x1  2.2     7.8  0.051    234   234 73ae09b2f6a46c760413f076f0b2c5cc
202304180061   FeAr  300.000 2023-04-18T21:18:43 longslit     G4 1.8"     1x1  2.2     7.8  0.722     47    44 a3c9c49888f7717397835ac5ef65fd29
202603100014   FeAr  300.000 2026-03-10T10:13:11  echelle E9+G11 1.6"     1x1  2.2     7.8  0.044    119   119 e497e29c2342118a80db7a4846680a8c
